lon,lat,val
-66,20.9995454169735,0
-65.1524974875779,20.9000738321806,0
-64.3720948511207,20.6112159467068,0
-63.7164172662275,20.1593591449021,0
-63.2278245556757,19.5822279099104,0
-62.9322070669472,18.9226645959005,0
-62.8414184771234,18.2241092969776,0
-62.95670690428,17.5288777484686,0
-63.2706197666904,16.8784998759299,0
-63.766405610037,16.3141660419953,0
-64.4158870083767,15.8753984318344,0
-65.1779951475052,15.5963100115418,0
-66,15.5004545830265,0
-66.8220048524948,15.5963100115418,0
-67.5841129916233,15.8753984318344,0
-68.233594389963,16.3141660419953,0
-68.7293802333096,16.8784998759299,0
-69.04329309572,17.5288777484686,0
-69.1585815228766,18.2241092969776,0
-69.0677929330528,18.9226645959005,0
-68.7721754443243,19.5822279099104,0
-68.2835827337725,20.1593591449021,0
-67.6279051488793,20.6112159467068,0
-66.8475025124221,20.9000738321806,0
-66,20.9995454169735,0
